,assists,faceoffWinPctg,gameDate,gameId,gameWinningGoals,gamesPlayed,goals,opponentTeamAbbrev,otGoals,penaltyMinutes,playerBirthCity,playerBirthCountry,playerBirthDate,playerBirthStateProvince,playerDraftOverallPickNo,playerDraftRoundNo,playerDraftYear,playerFirstName,playerHeight,playerId,playerInHockeyHof,playerIsActive,playerLastName,playerName,playerNationality,playerPositionCode,playerShootsCatches,playerWeight,plusMinus,points,ppGoals,ppPoints,shGoals,shPoints,shiftsPerGame,shootingPctg,shots,teamAbbrev,timeOnIcePerGame
13413,0,0.0,2017-12-09T00:00:00Z,2017020440,0,1,0,NYR,0,0,Prague,CZE,1996-02-28,,13,1,2014,Jakub,72,8477944,0,1,Vrana,Jakub Vrana,CZE,L,L,197,-2,0,0,0,0,0,16.0,0.0,1,WSH,672.0
13414,0,0.0,2017-11-02T23:30:00Z,2017020197,0,1,0,LAK,0,0,Moscow,RUS,1991-10-29,,,,,Nikita,74,8479458,0,1,Zaitsev,Nikita Zaitsev,RUS,D,R,195,-2,0,0,0,0,0,27.0,0.0,2,TOR,1380.0
13415,0,0.0,2017-11-26T00:00:00Z,2017020354,0,1,0,STL,0,2,Karlstad,SWE,1993-07-12,,10,1,2011,Jonas,73,8476463,0,1,Brodin,Jonas Brodin,SWE,D,L,194,-1,0,0,0,0,0,27.0,0.0,1,MIN,1373.0
13416,0,0.5,2017-10-27T19:00:00Z,2017020149,0,1,0,COL,0,0,Syracuse,USA,1996-05-10,NY,18,1,2014,Alex,76,8477949,0,1,Tuch,Alex Tuch,USA,R,R,222,0,0,0,0,0,0,16.0,0.0,0,VGK,983.0
13417,0,0.0,2018-01-01T00:00:00Z,2017020599,0,1,0,CHI,0,0,St. Malo,CAN,1990-08-16,MB,53,2,2008,Travis,74,8474612,0,1,Hamonic,Travis Hamonic,CAN,D,R,205,-1,0,0,0,0,0,26.0,0.0,2,CGY,1321.0
13418,0,0.0,2017-11-18T00:00:00Z,2017020290,0,1,0,CBJ,0,0,Oslo,NOR,1987-09-01,,,,,Mats,68,8475692,0,1,Zuccarello,Mats Zuccarello,NOR,R,L,179,0,0,0,0,0,0,20.0,0.0,1,NYR,1082.0
13419,0,0.0,2018-01-01T00:00:00Z,2017020599,0,1,0,CHI,0,2,Kladno,CZE,1972-02-15,,5,1,1990,Jaromir,75,8448208,0,1,Jagr,Jaromir Jagr,CZE,R,L,230,-1,0,0,0,0,0,16.0,0.0,1,CGY,709.0
13420,0,0.3333,2017-11-23T00:00:00Z,2017020327,0,1,0,CBJ,0,0,Toronto,CAN,1992-01-01,ON,129,5,2010,Freddie,73,8475878,0,1,Hamilton,Freddie Hamilton,CAN,C,R,195,0,0,0,0,0,0,9.0,0.0,0,CGY,389.0
13421,0,0.0,2017-10-10T23:00:00Z,2017020042,0,1,0,NSH,0,0,Elkhorn,CAN,1996-03-29,MB,17,1,2014,Travis,75,8477948,0,1,Sanheim,Travis Sanheim,CAN,D,L,181,0,0,0,0,0,0,22.0,0.0,1,PHI,752.0
13422,0,0.5,2017-11-13T00:30:00Z,2017020264,0,1,0,SJS,0,0,Pickering,CAN,1991-05-17,ON,80,3,2011,Andy,73,8476404,0,1,Andreoff,Andy Andreoff,CAN,L,L,203,0,0,0,0,0,0,17.0,0.0,1,LAK,805.0
13423,0,0.6666,2017-12-31T18:00:00Z,2017020598,0,1,0,ARI,0,0,Brantford,CAN,1990-02-06,ON,82,3,2008,Adam,72,8474641,0,1,Henrique,Adam Henrique,CAN,C,L,195,0,0,0,0,0,0,22.0,0.0,1,ANA,729.0
13424,0,0.0,2017-11-04T23:00:00Z,2017020202,0,1,0,TBL,0,0,Brandon,CAN,1989-12-24,MB,127,5,2008,Matt,71,8474685,0,1,Calvert,Matt Calvert,CAN,L,L,186,0,0,0,0,0,0,18.0,0.0,3,CBJ,875.0
13425,0,0.0,2017-12-13T00:30:00Z,2017020473,0,1,0,CHI,0,0,Pointe-Claire,CAN,1994-02-27,QC,23,1,2012,Mike,74,8476875,0,1,Matheson,Mike Matheson,CAN,D,L,192,0,0,0,0,0,0,26.0,0.0,0,FLA,1258.0
13426,0,0.5625,2017-10-21T23:00:00Z,2017020118,0,1,0,DAL,0,0,Spokane,USA,1986-12-29,WA,,,,Derek,71,8478585,0,1,Ryan,Derek Ryan,USA,C,R,170,0,0,0,0,0,0,22.0,0.0,0,CAR,923.0
13427,0,0.0,2017-12-17T00:00:00Z,2017020505,0,1,0,COL,0,2,Regina,CAN,1979-09-26,SK,,,,Chris,72,8470543,0,1,Kunitz,Chris Kunitz,CAN,L,L,195,0,0,0,0,0,0,17.0,0.0,0,TBL,867.0
13428,0,0.0,2017-10-05T00:00:00Z,2017020003,0,1,0,CGY,0,0,Spokane,USA,1998-09-29,WA,22,1,2017,Kailer,68,8479977,0,1,Yamamoto,Kailer Yamamoto,USA,R,R,154,0,0,0,0,0,0,10.0,0.0,0,EDM,393.0
13429,0,1.0,2017-10-24T23:00:00Z,2017020133,0,1,0,VAN,0,0,Oulu,FIN,1992-02-26,,9,1,2010,Mikael,70,8475798,0,1,Granlund,Mikael Granlund,FIN,R,L,185,0,0,0,0,0,0,20.0,0.0,1,MIN,1129.0
13430,0,0.0,2017-11-16T00:00:00Z,2017020276,0,1,0,CHI,0,2,Thunder Bay,CAN,1987-01-13,ON,12,1,2005,Marc,76,8471686,0,1,Staal,Marc Staal,CAN,D,L,209,-1,0,0,0,0,0,26.0,0.0,1,NYR,1070.0
13431,0,0.0,2017-11-12T00:00:00Z,2017020257,0,1,0,NYI,0,0,St. Albert,CAN,1993-05-12,AB,86,3,2012,Colton,78,8476892,0,1,Parayko,Colton Parayko,CAN,D,R,230,-3,0,0,0,0,0,24.0,0.0,1,STL,1185.0
13432,0,0.0,2017-12-22T00:00:00Z,2017020531,0,1,0,ANA,0,0,Edmonton,CAN,1979-05-02,AB,121,5,1997,Jason,75,8466251,0,1,Chimera,Jason Chimera,CAN,L,L,215,0,0,0,0,0,0,19.0,0.0,3,NYI,711.0
13433,0,0.5,2017-10-22T00:00:00Z,2017020120,0,1,0,MIN,0,0,Salmon Arm,CAN,1995-02-02,BC,17,1,2013,Curtis,72,8477508,0,1,Lazar,Curtis Lazar,CAN,C,R,209,-1,0,0,0,0,0,15.0,0.0,2,CGY,607.0
13434,0,0.0,2017-10-24T23:30:00Z,2017020125,0,1,0,DET,0,0,Wallaceburg,CAN,1993-01-04,ON,131,5,2012,Seth,69,8476495,0,1,Griffith,Seth Griffith,CAN,C,R,190,0,0,0,0,0,0,12.0,0.0,0,BUF,382.0
13435,0,1.0,2017-11-08T00:00:00Z,2017020223,0,1,0,WSH,0,0,St. Paul,USA,1988-04-16,MN,7,1,2006,Kyle,72,8473449,0,1,Okposo,Kyle Okposo,USA,R,R,220,0,0,0,0,0,0,23.0,0.0,1,BUF,1064.0
13436,0,0.0,2017-11-28T00:30:00Z,2017020366,0,1,0,CHI,0,0,Peterborough,CAN,1985-05-16,ON,28,1,2003,Corey,75,8470621,0,1,Perry,Corey Perry,CAN,R,R,213,-3,0,0,0,0,0,22.0,0.0,3,ANA,995.0
13437,0,0.6923,2017-10-30T23:00:00Z,2017020170,0,1,0,NYI,0,0,Le Blanc-Mesnil,FRA,1985-03-06,,,,,Pierre-Edouard,72,8477930,0,1,Bellemare,Pierre-Edouard Bellemare,FRA,L,L,198,-2,0,0,0,0,0,17.0,0.0,0,VGK,662.0
13438,0,0.5,2017-12-15T00:30:00Z,2017020482,0,1,0,MTL,0,4,Plano,USA,1991-11-28,TX,75,3,2011,Blake,71,8476399,0,1,Coleman,Blake Coleman,USA,C,L,200,-2,0,0,0,0,0,21.0,0.0,3,NJD,889.0
13439,0,0.0,2017-11-02T23:00:00Z,2017020193,0,1,0,WPG,0,0,Roubaix,FRA,1989-11-21,,,,,Antoine,71,8474849,0,1,Roussel,Antoine Roussel,FRA,L,L,195,0,0,0,0,0,0,23.0,0.0,0,DAL,747.0
13440,0,0.0,2017-11-11T00:00:00Z,2017020244,0,1,0,WSH,0,4,Montreal,CAN,1987-04-24,QC,62,3,2005,Kris,72,8471724,0,1,Letang,Kris Letang,CAN,D,R,201,-1,0,0,0,0,0,27.0,0.0,1,PIT,1195.0
13441,0,0.0,2017-12-16T00:00:00Z,2017020492,0,1,0,NJD,0,0,Cornwall,CAN,1995-04-16,ON,40,2,2013,Remi,73,8477461,0,1,Elie,Remi Elie,CAN,L,L,210,-1,0,0,0,0,0,12.0,0.0,0,DAL,495.0
13442,0,0.0,2017-12-06T00:30:00Z,2017020420,0,1,0,NYI,0,0,Tibro,SWE,1986-08-01,,216,7,2005,Anton,71,8471873,0,1,Stralman,Anton Stralman,SWE,D,R,190,1,0,0,0,0,0,25.0,0.0,2,TBL,1096.0
13443,0,0.0,2017-11-11T01:00:00Z,2017020247,0,1,0,OTT,0,2,Rimouski,CAN,1990-09-23,QC,132,5,2009,Gabriel,70,8475268,0,1,Bourque,Gabriel Bourque,CAN,L,L,206,0,0,0,0,0,0,14.0,0.0,1,COL,613.0
13444,0,0.0,2017-12-01T00:00:00Z,2017020384,0,1,0,MIN,0,0,Pardubice,CZE,1992-09-01,,,,,Tomas,75,8477931,0,1,Nosek,Tomas Nosek,CZE,L,L,210,0,0,0,0,0,0,13.0,0.0,3,VGK,642.0
13445,0,0.0,2017-12-22T00:30:00Z,2017020535,0,1,0,DAL,0,0,Chicago,USA,1995-02-14,IL,74,3,2013,John,75,8477401,0,1,Hayden,John Hayden,USA,R,R,223,0,0,0,0,0,0,15.0,0.0,0,CHI,663.0
13446,0,0.5263,2017-10-05T23:00:00Z,2017020006,0,1,0,BUF,0,2,Kladno,CZE,1982-10-31,,71,3,2001,Tomas,71,8469521,0,1,Plekanec,Tomas Plekanec,CZE,C,L,193,-1,0,0,0,0,0,24.0,0.0,3,MTL,805.0
13447,0,0.0,2017-11-26T00:00:00Z,2017020352,0,1,0,FLA,0,0,Linkoping,SWE,1996-06-12,,126,5,2014,Gustav,72,8478055,0,1,Forsling,Gustav Forsling,SWE,D,L,186,1,0,0,0,0,0,29.0,0.0,1,CHI,1297.0
13448,0,0.0,2017-10-10T23:00:00Z,2017020044,0,1,0,VAN,0,0,Stockholm,SWE,1992-11-24,,126,5,2011,Fredrik,73,8476368,0,1,Claesson,Fredrik Claesson,SWE,D,L,200,1,0,0,0,0,0,35.0,0.0,1,OTT,1611.0
13449,0,0.5714,2017-10-05T00:00:00Z,2017020003,0,1,0,CGY,0,0,Elk Point,CAN,1985-02-04,AB,,,,Mark,70,8473914,0,1,Letestu,Mark Letestu,CAN,C,R,195,0,0,0,0,0,0,13.0,0.0,3,EDM,565.0
13450,0,0.0,2017-12-20T00:00:00Z,2017020525,0,1,0,TBL,0,0,St. Cloud,USA,1991-07-16,MN,,,,Nate,73,8477220,0,1,Schmidt,Nate Schmidt,USA,D,L,194,0,0,0,0,0,0,26.0,0.0,2,VGK,1340.0
13451,0,0.0,2017-12-28T00:00:00Z,2017020566,0,1,0,EDM,0,0,Houston,USA,1990-02-01,TX,12,1,2008,Tyler,80,8474574,0,1,Myers,Tyler Myers,CAN,D,R,229,1,0,0,0,0,0,30.0,0.0,2,WPG,1496.0
13452,0,0.4705,2017-11-25T01:00:00Z,2017020345,0,1,0,DAL,0,0,Vasteras,SWE,1989-03-17,,24,1,2007,Mikael,73,8474150,0,1,Backlund,Mikael Backlund,SWE,C,L,199,-3,0,0,0,0,0,22.0,0.0,3,CGY,1058.0
13453,0,0.0,2017-11-18T00:30:00Z,2017020291,0,1,0,BUF,0,0,Stockholm,SWE,1981-01-12,,29,1,2000,Niklas,72,8468509,0,1,Kronwall,Niklas Kronwall,SWE,D,L,194,0,0,0,0,0,0,23.0,0.0,1,DET,1016.0
13454,0,0.3333,2017-10-16T23:30:00Z,2017020080,0,1,0,TBL,0,2,Herning,DNK,1984-04-24,,87,3,2002,Frans,73,8470144,0,1,Nielsen,Frans Nielsen,DNK,C,L,188,0,0,0,0,0,0,22.0,0.0,3,DET,947.0
13455,0,0.8181,2017-11-26T00:00:00Z,2017020351,0,1,0,NJD,0,0,Herning,DNK,1984-04-24,,87,3,2002,Frans,73,8470144,0,1,Nielsen,Frans Nielsen,DNK,C,L,188,0,0,0,0,0,0,24.0,0.0,1,DET,856.0
13456,0,0.0,2017-11-29T00:00:00Z,2017020375,0,1,0,ARI,0,0,Penza,RUS,1994-05-13,,88,3,2013,Anton,74,8477415,0,1,Slepyshev,Anton Slepyshev,RUS,L,R,221,0,0,0,0,0,0,18.0,0.0,1,EDM,760.0
13457,0,0.0,2017-10-15T22:00:00Z,2017020078,0,1,0,ANA,0,0,"Garden River, First Nations",CAN,1989-06-23,ON,186,7,2009,Jordan,75,8475325,0,1,Nolan,Jordan Nolan,CAN,C,L,219,0,0,0,0,0,0,10.0,0.0,1,BUF,374.0
13458,0,0.7692,2017-10-09T23:30:00Z,2017020036,0,1,0,TBL,0,0,Rodovre,DNK,1989-05-08,,13,1,2007,Lars,74,8474189,0,1,Eller,Lars Eller,DNK,C,L,207,0,0,0,0,0,0,18.0,0.0,2,WSH,1101.0
13459,0,0.0,2017-10-11T23:30:00Z,2017020048,0,1,0,BOS,0,2,Greenwich,USA,1989-10-20,CT,7,1,2008,Colin,73,8474569,0,1,Wilson,Colin Wilson,USA,C,L,221,-1,0,0,0,0,0,19.0,0.0,0,COL,803.0
13460,0,0.5,2017-12-30T00:30:00Z,2017020579,0,1,0,PHI,0,0,Gaspe,CAN,1993-08-13,QC,101,4,2012,Cedric,73,8476975,0,1,Paquette,Cedric Paquette,CAN,C,L,198,0,0,0,0,0,0,10.0,0.0,0,TBL,453.0
13461,0,0.0,2017-11-29T00:00:00Z,2017020374,0,1,0,TOR,0,0,Toronto,CAN,1983-10-03,ON,,,,Mark,72,8470966,0,1,Giordano,Mark Giordano,CAN,D,L,198,-3,0,0,0,0,0,27.0,0.0,2,CGY,1552.0
13462,0,0.0,2017-11-23T00:00:00Z,2017020330,0,1,0,DAL,0,0,Roberval,CAN,1998-05-12,QC,47,2,2016,Samuel,70,8479398,0,1,Girard,Samuel Girard,CAN,D,L,162,2,0,0,0,0,0,23.0,0.0,1,COL,1198.0
13463,0,0.7777,2017-11-19T00:00:00Z,2017020298,0,1,0,MTL,0,0,Calgary,CAN,1996-05-01,AB,8,1,2014,William,72,8477939,0,1,Nylander,William Nylander,SWE,C,R,191,0,0,0,0,0,0,24.0,0.0,0,TOR,979.0
13464,0,0.0,2017-12-16T23:00:00Z,2017020504,0,1,0,PIT,0,0,Chicago,USA,1997-04-15,IL,32,2,2015,Christian,74,8478432,0,1,Fischer,Christian Fischer,USA,R,R,214,-2,0,0,0,0,0,25.0,0.0,0,ARI,975.0
13465,0,0.0,2017-12-17T01:00:00Z,2017020502,0,1,0,WSH,0,0,Sorel,CAN,1980-06-04,QC,75,3,1998,Francois,71,8467400,0,1,Beauchemin,Francois Beauchemin,CAN,D,L,208,0,0,0,0,0,0,23.0,0.0,2,ANA,1238.0
13466,0,0.0,2017-12-20T00:30:00Z,2017020517,0,1,0,BOS,0,0,Turku,FIN,1994-10-27,,8,1,2013,Rasmus,76,8477499,0,1,Ristolainen,Rasmus Ristolainen,FIN,D,R,218,-3,0,0,0,0,0,29.0,0.0,4,BUF,1474.0
13467,0,0.0,2017-12-28T00:00:00Z,2017020567,0,1,0,COL,0,0,Chicago,USA,1997-04-15,IL,32,2,2015,Christian,74,8478432,0,1,Fischer,Christian Fischer,USA,R,R,214,1,0,0,0,0,0,22.0,0.0,3,ARI,986.0
13468,0,0.0,2017-11-29T00:00:00Z,2017020369,0,1,0,FLA,0,0,Mimico,CAN,1989-02-08,ON,27,1,2007,Brendan,74,8474090,0,1,Smith,Brendan Smith,CAN,D,L,211,-2,0,0,0,0,0,25.0,0.0,2,NYR,1221.0
13469,0,0.0,2017-11-24T20:00:00Z,2017020347,0,1,0,VGK,0,2,Herisau,CHE,1996-10-08,,9,1,2015,Timo,72,8478414,0,1,Meier,Timo Meier,CHE,R,L,215,0,0,0,0,0,0,26.0,0.0,6,SJS,1088.0
13470,0,0.0,2017-11-19T22:00:00Z,2017020309,0,1,0,FLA,0,0,Helsingborg,SWE,1994-01-20,,6,1,2012,Hampus,75,8476854,0,1,Lindholm,Hampus Lindholm,SWE,D,L,208,1,0,0,0,0,0,24.0,0.0,4,ANA,1523.0
13471,0,0.0,2017-11-07T00:00:00Z,2017020217,0,1,0,MIN,0,5,Windsor,CAN,1988-06-07,ON,112,4,2006,Matt,72,8473492,0,1,Beleskey,Matt Beleskey,CAN,L,L,203,-1,0,0,0,0,0,17.0,0.0,3,BOS,676.0
13472,0,0.0,2017-12-29T00:00:00Z,2017020572,0,1,0,TOR,0,4,Pointe-Claire,CAN,1995-08-26,QC,80,3,2013,Anthony,71,8477407,0,1,Duclair,Anthony Duclair,CAN,L,L,191,-1,0,0,0,0,0,18.0,0.0,2,ARI,773.0
13473,0,0.0,2017-12-17T22:00:00Z,2017020510,0,1,0,FLA,0,0,Winnipeg,CAN,1994-05-19,MB,89,3,2012,Brendan,70,8476894,0,1,Leipsic,Brendan Leipsic,CAN,L,L,180,0,0,0,0,0,0,12.0,0.0,2,VGK,606.0
13474,0,0.0,2017-12-17T01:00:00Z,2017020506,0,1,0,NSH,0,0,Kennebunkport,USA,1991-11-23,ME,,,,Garnet,74,8477903,0,1,Hathaway,Garnet Hathaway,USA,R,R,208,0,0,0,0,0,0,15.0,0.0,0,CGY,629.0
13475,0,0.0,2017-11-09T01:00:00Z,2017020233,0,1,0,BOS,0,0,Thunder Bay,CAN,1987-01-13,ON,12,1,2005,Marc,76,8471686,0,1,Staal,Marc Staal,CAN,D,L,209,0,0,0,0,0,0,27.0,0.0,4,NYR,1295.0
13476,0,0.5,2017-12-03T00:00:00Z,2017020399,0,1,0,TBL,0,0,Plover,USA,1984-07-11,WI,205,7,2003,Joe,71,8470794,0,1,Pavelski,Joe Pavelski,USA,C,R,195,-2,0,0,0,0,0,21.0,0.0,1,SJS,911.0
13477,0,0.0,2017-11-17T00:00:00Z,2017020285,0,1,0,WSH,0,0,Montreal,CAN,1990-03-23,QC,152,6,2008,Mark,73,8474717,0,1,Barberio,Mark Barberio,CAN,D,L,207,0,0,0,0,0,0,28.0,0.0,0,COL,1031.0
13478,0,0.0,2017-12-16T18:00:00Z,2017020496,0,1,0,EDM,0,2,Chur,CHE,1992-09-08,,5,1,2010,Nino,74,8475799,0,1,Niederreiter,Nino Niederreiter,CHE,R,L,216,0,0,0,0,0,0,19.0,0.0,1,MIN,811.0
13479,0,0.0,2017-12-22T00:00:00Z,2017020532,0,1,0,CBJ,0,5,Winnipeg,CAN,1987-01-20,MB,156,5,2005,Ryan,73,8471817,0,1,Reaves,Ryan Reaves,CAN,R,R,225,-1,0,0,0,0,0,8.0,0.0,0,PIT,359.0
13480,0,0.5,2017-10-19T23:30:00Z,2017020100,0,1,0,EDM,0,0,Hilton Head Isl.,USA,1994-09-20,SC,30,1,2013,Ryan,72,8477451,0,1,Hartman,Ryan Hartman,USA,L,R,181,0,0,0,0,0,0,22.0,0.0,0,CHI,1078.0
13481,0,0.0,2017-11-15T00:30:00Z,2017020268,0,1,0,CBJ,0,2,Victoria,CAN,1987-07-26,BC,,,,Jordie,74,8474818,0,1,Benn,Jordie Benn,CAN,D,L,198,0,0,0,0,0,0,32.0,0.0,0,MTL,1257.0
13482,0,0.0,2017-10-05T00:00:00Z,2017020003,0,1,0,EDM,0,0,Toronto,CAN,1983-10-03,ON,,,,Mark,72,8470966,0,1,Giordano,Mark Giordano,CAN,D,L,198,0,0,0,0,0,0,29.0,0.0,4,CGY,1357.0
13483,0,0.0,2017-12-09T00:30:00Z,2017020442,0,1,0,CHI,0,0,Eau Claire,USA,1993-10-12,WI,44,2,2012,Jake,73,8476931,0,1,McCabe,Jake McCabe,USA,D,L,210,1,0,0,0,0,0,35.0,0.0,0,BUF,1315.0
13484,0,0.0,2017-11-09T01:00:00Z,2017020233,0,1,0,NYR,0,0,Windsor,CAN,1988-06-07,ON,112,4,2006,Matt,72,8473492,0,1,Beleskey,Matt Beleskey,CAN,L,L,203,-1,0,0,0,0,0,13.0,0.0,0,BOS,578.0
13485,0,0.0,2017-11-15T00:00:00Z,2017020271,0,1,0,MIN,0,0,Yaroslavl,RUS,1997-01-13,,7,1,2015,Ivan,73,8478500,0,1,Provorov,Ivan Provorov,RUS,D,L,201,-2,0,0,0,0,0,29.0,0.0,2,PHI,1437.0
13486,0,0.2857,2017-12-23T22:00:00Z,2017020555,0,1,0,VGK,0,0,Everett,USA,1986-12-23,WA,24,1,2005,T.J.,71,8471698,0,1,Oshie,T.J. Oshie,USA,R,R,195,-1,0,0,0,0,0,18.0,0.0,3,WSH,1105.0
13487,0,0.0,2017-10-11T23:30:00Z,2017020047,0,1,0,PIT,0,0,Klagenfurt,AUT,1995-02-09,,23,1,2013,Andre,75,8477444,0,1,Burakovsky,Andre Burakovsky,SWE,L,L,201,0,0,0,0,0,0,23.0,0.0,1,WSH,1140.0
13488,0,0.0,2017-12-17T00:00:00Z,2017020503,0,1,0,CAR,0,0,Lakeville,USA,1990-09-29,MN,22,1,2009,Jordan,69,8475147,0,1,Schroeder,Jordan Schroeder,USA,L,R,170,0,0,0,0,0,0,12.0,0.0,2,CBJ,405.0
13489,0,0.0,2018-01-01T00:00:00Z,2017020595,0,1,0,PIT,0,0,Muskegon,USA,1987-02-25,MI,42,2,2005,Justin,74,8471716,0,1,Abdelkader,Justin Abdelkader,USA,L,L,214,1,0,0,0,0,0,27.0,0.0,2,DET,1063.0
13490,0,0.6,2017-11-25T00:00:00Z,2017020341,0,1,0,DET,0,0,Syracuse,USA,1994-01-23,NY,59,2,2012,Boo,75,8476922,0,1,Nieves,Boo Nieves,USA,C,L,212,0,0,0,0,0,0,7.0,0.0,0,NYR,190.0
13491,0,0.0,2017-10-21T23:30:00Z,2017020116,0,1,0,WSH,0,2,Anaheim,USA,1995-08-05,CA,31,2,2013,Ian,75,8477452,0,1,McCoshen,Ian McCoshen,USA,D,L,217,-1,0,0,0,0,0,21.0,0.0,0,FLA,830.0
13492,0,0.0,2017-10-08T23:00:00Z,2017020031,0,1,0,NYR,0,0,New Canaan,USA,1988-11-20,CT,22,1,2007,Max,74,8474157,0,1,Pacioretty,Max Pacioretty,USA,L,L,206,-1,0,0,0,0,0,25.0,0.0,2,MTL,1217.0
13493,0,0.0,2017-10-19T23:30:00Z,2017020100,0,1,0,EDM,0,0,Winnipeg,CAN,1981-12-27,MB,95,3,2001,Patrick,73,8469544,0,1,Sharp,Patrick Sharp,CAN,L,R,200,0,0,0,0,0,0,19.0,0.0,3,CHI,977.0
13494,0,0.0,2017-10-23T23:00:00Z,2017020123,0,1,0,TOR,0,2,Woodstock,CAN,1989-02-21,ON,141,5,2007,Jake,75,8474162,0,1,Muzzin,Jake Muzzin,CAN,D,L,213,0,0,0,0,0,0,30.0,0.0,6,LAK,1484.0
13495,0,0.0,2017-11-13T00:30:00Z,2017020264,0,1,0,SJS,0,0,Kitchener,CAN,1992-08-10,ON,30,1,2012,Tanner,73,8476871,0,1,Pearson,Tanner Pearson,CAN,L,L,201,0,0,0,0,0,0,19.0,0.0,2,LAK,897.0
13496,0,0.0,2017-11-23T00:00:00Z,2017020324,0,1,0,VAN,0,0,Regina,CAN,1992-10-06,SK,174,6,2011,Josh,70,8476326,0,1,Archibald,Josh Archibald,CAN,R,R,176,-1,0,0,0,0,0,16.0,0.0,0,PIT,647.0
13497,0,0.6666,2017-12-10T00:00:00Z,2017020449,0,1,0,NYR,0,2,Calgary,CAN,1991-11-14,AB,1,1,2010,Taylor,73,8475791,0,1,Hall,Taylor Hall,CAN,L,L,205,-2,0,0,0,0,0,22.0,0.0,1,NJD,1054.0
13498,0,0.0,2017-10-07T22:00:00Z,2017020026,0,1,0,ARI,0,0,Ozieri,ITA,1990-01-30,,19,1,2008,Luca,74,8474579,0,1,Sbisa,Luca Sbisa,CHE,D,L,209,-1,0,0,0,0,0,25.0,0.0,1,VGK,1266.0
13499,0,0.25,2017-10-28T17:00:00Z,2017020155,0,1,0,BUF,0,0,Oviedo,USA,1991-01-18,FL,,,,Ryan,72,8477846,0,1,Carpenter,Ryan Carpenter,USA,C,R,200,0,0,0,0,0,0,16.0,0.0,1,SJS,549.0
13500,0,0.0,2017-12-16T22:00:00Z,2017020497,0,1,0,NYR,0,2,Minneapolis,USA,1984-05-01,MN,62,2,2003,David,75,8470655,0,1,Backes,David Backes,USA,R,R,221,0,0,0,0,0,0,22.0,0.0,3,BOS,953.0
13501,0,0.5555,2017-10-10T23:30:00Z,2017020043,0,1,0,DAL,0,0,Grand Rapids,USA,1989-04-28,MI,,,,Luke,71,8476822,0,1,Glendening,Luke Glendening,USA,R,R,192,0,0,0,0,0,0,15.0,0.0,0,DET,467.0
13502,0,0.0,2017-10-27T23:30:00Z,2017020152,0,1,0,CAR,0,0,St. Albert,CAN,1993-05-12,AB,86,3,2012,Colton,78,8476892,0,1,Parayko,Colton Parayko,CAN,D,R,230,1,0,0,0,0,0,27.0,0.0,4,STL,1212.0
13503,0,0.0,2017-10-06T23:30:00Z,2017020015,0,1,0,DAL,0,0,Davidson,CAN,1991-01-21,SK,66,3,2009,Brayden,76,8475188,0,1,McNabb,Brayden McNabb,CAN,D,L,212,0,0,0,0,0,0,23.0,0.0,2,VGK,985.0
13504,0,0.25,2017-12-08T00:30:00Z,2017020434,0,1,0,WPG,0,0,Minneapolis,USA,1992-07-17,MN,19,1,2010,Nick,78,8475760,0,1,Bjugstad,Nick Bjugstad,USA,C,R,218,1,0,0,0,0,0,18.0,0.0,3,FLA,857.0
13505,0,0.0,2017-12-12T00:30:00Z,2017020463,0,1,0,FLA,0,0,Calgary,CAN,1985-10-12,AB,29,1,2004,Mike,73,8471242,0,1,Green,Mike Green,CAN,D,R,207,0,0,0,0,0,0,31.0,0.0,7,DET,1332.0
13506,0,0.0,2017-10-13T23:00:00Z,2017020061,0,1,0,OTT,0,0,Pittsburgh,USA,1988-06-04,PA,190,7,2008,Matt,73,8474749,0,1,Bartkowski,Matt Bartkowski,USA,D,L,196,-1,0,0,0,0,0,17.0,0.0,0,CGY,856.0
13507,0,0.3333,2017-10-30T23:00:00Z,2017020176,0,1,0,DAL,0,0,Oulu,FIN,1993-04-16,,45,2,2011,Markus,72,8476440,0,1,Granlund,Markus Granlund,FIN,C,L,183,0,0,0,0,0,0,29.0,0.0,3,VAN,1345.0
13508,0,0.0,2017-11-23T00:00:00Z,2017020325,0,1,0,OTT,0,0,Virginia,USA,1986-12-06,MN,28,1,2005,Matt,73,8471702,0,1,Niskanen,Matt Niskanen,USA,D,R,203,1,0,0,0,0,0,29.0,0.0,0,WSH,1301.0
13509,0,0.0,2017-12-13T00:00:00Z,2017020472,0,1,0,MIN,0,2,Vancouver,CAN,1985-08-17,BC,214,7,2004,Troy,75,8471426,0,1,Brouwer,Troy Brouwer,CAN,R,R,215,-1,0,0,0,0,0,16.0,0.0,2,CGY,827.0
13510,0,0.0,2017-11-12T00:00:00Z,2017020252,0,1,0,COL,0,2,Edmonton,CAN,1985-04-10,AB,9,1,2003,Dion,75,8470602,0,1,Phaneuf,Dion Phaneuf,CAN,D,L,219,-1,0,0,0,0,0,28.0,0.0,3,OTT,1194.0
13511,0,0.6153,2017-12-06T00:00:00Z,2017020424,0,1,0,ANA,0,0,Marsta,SWE,1993-01-08,,53,2,2011,William,73,8476448,0,1,Karlsson,William Karlsson,SWE,C,L,189,0,0,0,0,0,0,25.0,0.0,0,VGK,1265.0
